Transaction ID,Product Name,Category,Units Sold,Unit Price,Total Revenue,Discount Applied,Store Location,Channel,Date of Sale,Day,Month,Year,Weather,Holiday
T00229,Gadget Y,Tools,14,2402.46,33634.44,20%,Mumbai,Offline,2024-03-22,22,March,2024,Cloudy,Yes
T00230,Widget B,Groceries,6,312.65,1875.9,5%,Bengaluru,Offline,2022-11-20,20,November,2022,Cloudy,No
T00231,Widget A,Tools,8,3960.42,31683.36,20%,Ahmedabad,Online,2024-10-24,24,October,2024,Foggy,No
T00232,Widget B,Electronics,6,4303.45,25820.7,20%,Hyderabad,Online,2023-06-01,1,June,2023,Windy,Yes
T00233,Device M,Groceries,14,4978.49,69698.86,10%,Ahmedabad,Online,2022-06-17,17,June,2022,Rainy,Yes
T00234,Widget A,Home Appliances,18,257.16,4628.88,15%,Kolkata,Online,2024-11-01,1,November,2024,Cloudy,No
T00235,Gadget Y,Groceries,8,1078.68,8629.44,10%,Kolkata,Online,2023-10-25,25,October,2023,Cloudy,Yes
T00236,Gadget Y,Home Appliances,12,2380.58,28566.96,5%,Hyderabad,Online,2024-05-07,7,May,2024,Rainy,No
T00237,Widget A,Tools,3,4408.06,13224.18,10%,Ahmedabad,Offline,2024-12-03,3,December,2024,Foggy,No
T00238,Widget B,Groceries,12,1917.1,23005.2,20%,Mumbai,Offline,2024-09-27,27,September,2024,Cloudy,Yes
T00239,Widget B,Electronics,9,2162.47,19462.23,0%,Pune,Online,2024-11-30,30,November,2024,Sunny,Yes
T00240,Widget B,Electronics,14,2456.29,34388.06,15%,Chennai,Online,2024-10-27,27,October,2024,Rainy,No
T00241,Widget A,Electronics,13,4135.31,53759.03,5%,Hyderabad,Offline,2024-11-19,19,November,2024,Foggy,Yes
T00242,Widget B,Tools,6,3762.82,22576.92,10%,Hyderabad,Offline,2023-08-31,31,August,2023,Windy,No
T00243,Widget A,Electronics,15,1027.81,15417.15,10%,Ahmedabad,Offline,2022-09-24,24,September,2022,Windy,No
T00244,Widget A,Electronics,18,2740.24,49324.32,20%,Chennai,Online,2024-01-10,10,January,2024,Cloudy,Yes
T00245,Device M,Groceries,4,4036.7,16146.8,20%,Hyderabad,Offline,2024-03-11,11,March,2024,Windy,No
T00246,Widget B,Home Appliances,18,337.99,6083.82,10%,Kolkata,Offline,2024-05-13,13,May,2024,Rainy,No
T00247,Gadget X,Groceries,8,419.23,3353.84,5%,Bengaluru,Online,2024-05-22,22,May,2024,Rainy,Yes
T00248,Tool Z,Groceries,3,4893.04,14679.12,0%,Pune,Online,2024-06-05,5,June,2024,Cloudy,No
T00249,Gadget X,Electronics,14,2585.79,36201.06,20%,Pune,Online,2024-09-16,16,September,2024,Windy,Yes
T00250,Device M,Tools,5,1766.47,8832.35,10%,Chennai,Online,2022-01-08,8,January,2022,Cloudy,Yes
T00251,Tool Z,Electronics,4,1505.33,6021.32,15%,Pune,Offline,2023-10-02,2,October,2023,Sunny,Yes
T00252,Gadget Y,Groceries,15,4757.47,71362.05,5%,Mumbai,Online,2022-08-14,14,August,2022,Cloudy,Yes
T00253,Tool Z,Electronics,11,4792.48,52717.28,15%,Chennai,Online,2024-07-20,20,July,2024,Cloudy,No
T00254,Tool Z,Toys,19,2035.07,38666.33,20%,Pune,Online,2022-11-14,14,November,2022,Foggy,Yes
T00255,Widget B,Tools,8,4074.59,32596.72,5%,Mumbai,Online,2024-12-23,23,December,2024,Sunny,Yes
T00256,Widget B,Groceries,5,2499.45,12497.25,15%,Bengaluru,Online,2022-11-19,19,November,2022,Rainy,Yes
T00257,Gadget Y,Home Appliances,14,86.0,1204.0,5%,Delhi,Offline,2022-03-01,1,March,2022,Windy,Yes
T00258,Widget B,Groceries,12,2418.49,29021.88,10%,Mumbai,Online,2022-08-01,1,August,2022,Foggy,Yes
T00259,Widget B,Electronics,13,4206.99,54690.87,10%,Bengaluru,Online,2023-08-29,29,August,2023,Cloudy,Yes
T00260,Gadget Y,Tools,7,3769.71,26387.97,10%,Delhi,Offline,2023-12-09,9,December,2023,Sunny,No
T00261,Gadget X,Tools,12,2500.66,30007.92,20%,Chennai,Online,2024-09-22,22,September,2024,Windy,Yes
T00262,Gadget X,Tools,7,2140.54,14983.78,0%,Hyderabad,Offline,2024-05-21,21,May,2024,Sunny,No
T00263,Device M,Tools,17,4530.33,77015.61,0%,Chennai,Offline,2022-06-05,5,June,2022,Rainy,Yes
T00264,Tool Z,Tools,9,3734.49,33610.41,15%,Hyderabad,Online,2023-12-13,13,December,2023,Foggy,Yes
T00265,Tool Z,Home Appliances,11,4954.05,54494.55,20%,Pune,Offline,2022-06-22,22,June,2022,Windy,No
T00266,Device M,Electronics,15,4704.79,70571.85,15%,Kolkata,Online,2022-02-26,26,February,2022,Foggy,Yes
T00267,Device M,Tools,6,3245.15,19470.9,20%,Mumbai,Offline,2023-04-11,11,April,2023,Sunny,No
T00268,Tool Z,Toys,10,4281.46,42814.6,10%,Delhi,Online,2023-12-27,27,December,2023,Rainy,Yes
T00269,Device M,Groceries,15,4066.71,61000.65,0%,Delhi,Online,2022-10-23,23,October,2022,Cloudy,No
T00270,Widget B,Tools,5,1827.03,9135.15,15%,Bengaluru,Offline,2023-09-25,25,September,2023,Rainy,Yes
T00271,Gadget Y,Groceries,4,4340.11,17360.44,5%,Chennai,Online,2023-07-29,29,July,2023,Foggy,No
T00272,Device M,Toys,17,4374.14,74360.38,5%,Bengaluru,Online,2022-10-20,20,October,2022,Windy,Yes
T00273,Widget B,Home Appliances,15,2566.41,38496.15,20%,Delhi,Offline,2024-07-06,6,July,2024,Foggy,Yes
T00274,Device M,Tools,16,837.74,13403.84,20%,Kolkata,Online,2024-05-16,16,May,2024,Foggy,No
T00275,Widget B,Groceries,15,1154.73,17320.95,10%,Mumbai,Offline,2024-09-21,21,September,2024,Cloudy,No
T00276,Widget A,Home Appliances,11,4803.49,52838.39,5%,Ahmedabad,Offline,2024-03-18,18,March,2024,Sunny,No
T00277,Device M,Home Appliances,15,1550.84,23262.6,5%,Chennai,Online,2023-12-13,13,December,2023,Sunny,Yes
T00278,Widget A,Electronics,14,2269.16,31768.24,10%,Chennai,Online,2022-10-20,20,October,2022,Cloudy,No
T00279,Widget B,Tools,11,4204.43,46248.73,15%,Hyderabad,Online,2024-10-29,29,October,2024,Windy,Yes
T00280,Widget B,Electronics,11,3895.01,42845.11,5%,Kolkata,Online,2024-04-04,4,April,2024,Windy,No
T00281,Tool Z,Electronics,10,4387.37,43873.7,5%,Ahmedabad,Offline,2022-04-12,12,April,2022,Sunny,Yes
T00282,Widget A,Home Appliances,12,3777.48,45329.76,15%,Chennai,Offline,2024-09-03,3,September,2024,Windy,No
T00283,Device M,Groceries,9,1460.38,13143.42,15%,Chennai,Online,2022-02-21,21,February,2022,Sunny,Yes
T00284,Widget B,Groceries,10,1589.85,15898.5,15%,Hyderabad,Online,2023-01-10,10,January,2023,Cloudy,Yes
T00285,Tool Z,Toys,9,3539.82,31858.38,10%,Chennai,Offline,2023-09-21,21,September,2023,Sunny,Yes
T00286,Gadget X,Electronics,13,2201.91,28624.83,10%,Mumbai,Offline,2023-01-29,29,January,2023,Rainy,Yes
T00287,Gadget Y,Groceries,16,871.2,13939.2,10%,Kolkata,Offline,2022-02-21,21,February,2022,Cloudy,Yes
T00288,Widget B,Electronics,5,3936.22,19681.1,15%,Ahmedabad,Online,2023-04-19,19,April,2023,Cloudy,No
T00289,Device M,Tools,8,4072.18,32577.44,10%,Chennai,Online,2022-02-17,17,February,2022,Windy,Yes
T00290,Device M,Groceries,18,4646.97,83645.46,10%,Kolkata,Offline,2023-06-04,4,June,2023,Windy,No
T00291,Gadget X,Groceries,4,4146.36,16585.44,0%,Kolkata,Online,2024-03-22,22,March,2024,Windy,Yes
T00292,Gadget X,Groceries,17,2778.99,47242.83,15%,Kolkata,Online,2023-11-05,5,November,2023,Windy,Yes
T00293,Device M,Groceries,3,4600.28,13800.84,5%,Delhi,Offline,2022-07-13,13,July,2022,Foggy,Yes
T00294,Gadget Y,Groceries,5,4679.61,23398.05,10%,Mumbai,Online,2022-11-15,15,November,2022,Sunny,Yes
T00295,Tool Z,Groceries,19,1181.81,22454.39,15%,Ahmedabad,Online,2023-12-07,7,December,2023,Foggy,No
T00296,Gadget Y,Home Appliances,16,3343.84,53501.44,15%,Chennai,Offline,2022-01-21,21,January,2022,Windy,No
T00297,Gadget Y,Groceries,8,2508.59,20068.72,15%,Kolkata,Online,2023-07-22,22,July,2023,Cloudy,No
T00298,Device M,Home Appliances,8,82.66,661.28,15%,Ahmedabad,Offline,2024-04-18,18,April,2024,Cloudy,Yes
T00299,Tool Z,Tools,3,4539.68,13619.04,20%,Pune,Online,2023-11-19,19,November,2023,Windy,No
T00300,Widget B,Toys,10,4889.12,48891.2,10%,Mumbai,Offline,2022-06-21,21,June,2022,Foggy,Yes
T00301,Tool Z,Home Appliances,18,2509.94,45178.92,15%,Hyderabad,Offline,2022-04-25,25,April,2022,Windy,Yes
T00302,Gadget Y,Electronics,8,4162.21,33297.68,10%,Ahmedabad,Online,2024-04-12,12,April,2024,Sunny,Yes
T00303,Widget B,Tools,11,437.8,4815.8,15%,Delhi,Offline,2023-09-30,30,September,2023,Windy,Yes
T00304,Gadget Y,Tools,14,133.7,1871.8,5%,Bengaluru,Offline,2022-07-08,8,July,2022,Foggy,Yes
T00305,Gadget X,Tools,4,4671.33,18685.32,15%,Delhi,Online,2022-07-31,31,July,2022,Foggy,No
T00306,Widget B,Tools,7,1280.21,8961.47,20%,Hyderabad,Offline,2023-02-19,19,February,2023,Rainy,Yes
T00307,Gadget X,Home Appliances,5,4816.57,24082.85,15%,Kolkata,Online,2023-09-16,16,September,2023,Foggy,Yes
T00308,Widget A,Toys,6,1952.34,11714.04,10%,Ahmedabad,Online,2022-11-20,20,November,2022,Sunny,Yes
T00309,Tool Z,Home Appliances,18,2457.08,44227.44,5%,Kolkata,Offline,2023-08-28,28,August,2023,Rainy,No
T00310,Widget B,Home Appliances,14,243.24,3405.36,5%,Bengaluru,Online,2023-01-23,23,January,2023,Sunny,No
T00311,Gadget X,Groceries,6,228.94,1373.64,5%,Hyderabad,Offline,2024-03-04,4,March,2024,Cloudy,Yes
T00312,Gadget X,Home Appliances,17,1173.54,19950.18,0%,Delhi,Offline,2024-09-23,23,September,2024,Foggy,No
T00313,Tool Z,Groceries,19,1294.77,24600.63,20%,Mumbai,Online,2022-07-12,12,July,2022,Windy,No
T00314,Widget A,Home Appliances,17,572.76,9736.92,10%,Bengaluru,Online,2022-02-06,6,February,2022,Foggy,No
T00315,Gadget Y,Tools,9,1470.62,13235.58,5%,Ahmedabad,Offline,2023-08-27,27,August,2023,Rainy,No
T00316,Gadget Y,Tools,13,1939.01,25207.13,0%,Pune,Offline,2023-03-20,20,March,2023,Sunny,Yes
T00317,Widget B,Tools,1,1629.24,1629.24,0%,Delhi,Offline,2022-10-02,2,October,2022,Windy,Yes
T00318,Gadget Y,Electronics,19,2140.92,40677.48,5%,Ahmedabad,Offline,2024-02-01,1,February,2024,Foggy,No
T00319,Widget A,Home Appliances,6,957.4,5744.4,0%,Hyderabad,Online,2022-12-26,26,December,2022,Rainy,Yes
T00320,Device M,Groceries,15,1745.51,26182.65,15%,Ahmedabad,Offline,2024-10-04,4,October,2024,Cloudy,Yes
T00321,Widget B,Tools,5,1023.28,5116.4,10%,Pune,Offline,2022-10-10,10,October,2022,Foggy,Yes
T00322,Widget A,Toys,12,4753.03,57036.36,20%,Bengaluru,Online,2024-01-02,2,January,2024,Sunny,Yes
T00323,Widget A,Groceries,10,3568.95,35689.5,10%,Pune,Online,2023-09-07,7,September,2023,Windy,Yes
T00324,Gadget Y,Home Appliances,5,615.5,3077.5,15%,Delhi,Online,2024-02-08,8,February,2024,Cloudy,Yes
T00325,Gadget X,Electronics,16,3768.0,60288.0,0%,Chennai,Offline,2024-03-20,20,March,2024,Cloudy,No
T00326,Widget B,Toys,8,1467.57,11740.56,10%,Mumbai,Online,2023-09-14,14,September,2023,Windy,No
T00327,Widget B,Home Appliances,9,3948.0,35532.0,20%,Bengaluru,Online,2023-04-27,27,April,2023,Sunny,No
T00328,Widget B,Tools,2,3753.91,7507.82,5%,Pune,Online,2023-10-02,2,October,2023,Rainy,Yes
T00329,Tool Z,Groceries,5,2756.16,13780.8,5%,Delhi,Online,2022-09-17,17,September,2022,Foggy,Yes
T00330,Device M,Home Appliances,10,424.76,4247.6,5%,Pune,Online,2024-08-06,6,August,2024,Windy,No
T00331,Gadget X,Toys,15,3779.12,56686.8,10%,Delhi,Offline,2023-06-24,24,June,2023,Rainy,No
T00332,Tool Z,Tools,12,575.45,6905.4,0%,Kolkata,Online,2023-09-02,2,September,2023,Sunny,No
T00333,Widget A,Toys,13,4309.86,56028.18,0%,Ahmedabad,Offline,2024-01-21,21,January,2024,Sunny,Yes
T00334,Gadget Y,Toys,11,1276.74,14044.14,5%,Kolkata,Online,2024-10-13,13,October,2024,Windy,Yes
T00335,Gadget X,Tools,1,2492.07,2492.07,5%,Kolkata,Online,2023-09-05,5,September,2023,Sunny,No
T00336,Widget B,Home Appliances,5,2739.78,13698.9,0%,Chennai,Online,2024-01-29,29,January,2024,Cloudy,Yes
T00337,Device M,Tools,2,436.97,873.94,0%,Mumbai,Online,2023-11-04,4,November,2023,Cloudy,No
T00338,Gadget X,Toys,2,2701.58,5403.16,0%,Chennai,Online,2022-07-26,26,July,2022,Windy,Yes
T00339,Widget B,Electronics,18,4578.67,82416.06,5%,Delhi,Online,2022-11-10,10,November,2022,Sunny,Yes
T00340,Device M,Home Appliances,18,1423.44,25621.92,20%,Pune,Offline,2023-03-10,10,March,2023,Foggy,No
T00341,Tool Z,Electronics,15,905.79,13586.85,15%,Delhi,Online,2024-04-04,4,April,2024,Windy,No
T00342,Gadget X,Toys,16,3449.88,55198.08,0%,Mumbai,Offline,2022-03-23,23,March,2022,Foggy,Yes
T00343,Gadget Y,Home Appliances,9,665.67,5991.03,10%,Mumbai,Online,2023-10-08,8,October,2023,Sunny,Yes
T00344,Gadget Y,Tools,5,4362.1,21810.5,15%,Pune,Offline,2024-07-30,30,July,2024,Cloudy,No
T00345,Widget A,Home Appliances,3,301.36,904.08,15%,Delhi,Online,2024-08-26,26,August,2024,Foggy,Yes
T00346,Gadget Y,Electronics,14,3737.38,52323.32,20%,Pune,Offline,2024-04-18,18,April,2024,Rainy,No
T00347,Device M,Groceries,10,352.12,3521.2,5%,Hyderabad,Online,2022-08-28,28,August,2022,Rainy,Yes
T00348,Tool Z,Groceries,19,4456.57,84674.83,5%,Ahmedabad,Online,2024-11-27,27,November,2024,Windy,No
T00349,Gadget X,Electronics,4,4259.71,17038.84,20%,Ahmedabad,Offline,2023-12-26,26,December,2023,Foggy,Yes
T00350,Widget A,Toys,14,533.83,7473.62,5%,Delhi,Online,2024-11-22,22,November,2024,Cloudy,Yes
T00351,Gadget X,Toys,16,3731.05,59696.8,15%,Mumbai,Online,2024-05-12,12,May,2024,Windy,Yes
T00352,Tool Z,Home Appliances,5,2592.15,12960.75,15%,Chennai,Offline,2022-07-13,13,July,2022,Cloudy,Yes
T00353,Device M,Electronics,11,622.08,6842.88,20%,Ahmedabad,Offline,2023-08-19,19,August,2023,Sunny,No
T00354,Tool Z,Toys,13,2707.3,35194.9,10%,Chennai,Online,2023-03-21,21,March,2023,Rainy,No
T00355,Gadget X,Home Appliances,5,4435.1,22175.5,20%,Chennai,Online,2022-01-31,31,January,2022,Cloudy,No
T00356,Widget A,Tools,2,719.01,1438.02,5%,Bengaluru,Online,2023-04-21,21,April,2023,Sunny,Yes
T00357,Device M,Electronics,15,2856.73,42850.95,0%,Kolkata,Offline,2024-01-23,23,January,2024,Sunny,Yes
T00358,Device M,Toys,17,2714.47,46145.99,10%,Pune,Offline,2023-12-11,11,December,2023,Cloudy,Yes
T00359,Device M,Home Appliances,15,4059.67,60895.05,10%,Bengaluru,Offline,2023-09-20,20,September,2023,Foggy,Yes
T00360,Gadget X,Groceries,16,4581.62,73305.92,20%,Delhi,Offline,2022-08-26,26,August,2022,Rainy,Yes
T00361,Gadget Y,Electronics,6,1273.86,7643.16,5%,Ahmedabad,Offline,2024-08-31,31,August,2024,Foggy,Yes
T00362,Tool Z,Home Appliances,12,3107.49,37289.88,20%,Pune,Online,2022-07-02,2,July,2022,Rainy,No
T00363,Gadget Y,Electronics,1,1426.75,1426.75,5%,Delhi,Offline,2024-08-22,22,August,2024,Sunny,No
T00364,Gadget X,Tools,7,3286.18,23003.26,5%,Mumbai,Online,2023-01-14,14,January,2023,Cloudy,Yes
T00365,Widget B,Tools,9,4486.61,40379.49,5%,Bengaluru,Offline,2022-12-11,11,December,2022,Rainy,No
T00366,Widget A,Electronics,12,3669.38,44032.56,0%,Mumbai,Online,2024-02-02,2,February,2024,Sunny,Yes
T00367,Tool Z,Groceries,16,4236.84,67789.44,5%,Mumbai,Online,2022-04-07,7,April,2022,Sunny,Yes
T00368,Device M,Groceries,17,750.44,12757.48,10%,Ahmedabad,Offline,2023-03-15,15,March,2023,Sunny,No
T00369,Tool Z,Toys,14,1134.53,15883.42,0%,Delhi,Online,2024-02-27,27,February,2024,Rainy,No
T00370,Widget B,Toys,3,3821.58,11464.74,5%,Kolkata,Online,2024-04-26,26,April,2024,Foggy,Yes
T00371,Widget A,Tools,2,4245.25,8490.5,0%,Ahmedabad,Offline,2022-11-21,21,November,2022,Rainy,Yes
T00372,Widget A,Tools,11,2994.31,32937.41,15%,Kolkata,Offline,2022-08-28,28,August,2022,Foggy,Yes
T00373,Gadget X,Groceries,19,944.26,17940.94,0%,Hyderabad,Offline,2024-08-06,6,August,2024,Rainy,No
T00374,Tool Z,Toys,16,4352.44,69639.04,15%,Kolkata,Online,2023-06-29,29,June,2023,Sunny,Yes
T00375,Device M,Tools,17,1958.36,33292.12,10%,Kolkata,Offline,2024-12-23,23,December,2024,Foggy,Yes
T00376,Widget B,Electronics,11,2779.27,30571.97,5%,Chennai,Offline,2022-08-14,14,August,2022,Windy,No
T00377,Gadget X,Electronics,18,485.26,8734.68,0%,Chennai,Online,2022-03-23,23,March,2022,Sunny,Yes
T00378,Gadget Y,Electronics,19,2611.57,49619.83,15%,Pune,Online,2024-09-03,3,September,2024,Windy,No
T00379,Gadget Y,Electronics,15,1607.57,24113.55,15%,Kolkata,Offline,2023-12-10,10,December,2023,Windy,Yes
T00380,Gadget Y,Home Appliances,8,3989.04,31912.32,20%,Mumbai,Online,2022-01-06,6,January,2022,Windy,No
T00381,Device M,Electronics,5,3356.69,16783.45,0%,Hyderabad,Offline,2024-03-08,8,March,2024,Rainy,Yes
T00382,Gadget X,Tools,8,1059.51,8476.08,0%,Kolkata,Online,2023-11-20,20,November,2023,Cloudy,No
T00383,Device M,Groceries,16,1478.14,23650.24,20%,Bengaluru,Offline,2023-11-16,16,November,2023,Foggy,Yes
T00384,Gadget Y,Electronics,10,4009.74,40097.4,5%,Ahmedabad,Online,2024-02-06,6,February,2024,Rainy,Yes
T00385,Widget B,Home Appliances,4,3376.7,13506.8,20%,Kolkata,Offline,2024-07-15,15,July,2024,Foggy,No
T00386,Gadget Y,Electronics,16,3687.82,59005.12,5%,Kolkata,Online,2023-03-31,31,March,2023,Sunny,Yes
T00387,Gadget Y,Tools,6,3468.2,20809.2,5%,Hyderabad,Online,2024-09-19,19,September,2024,Cloudy,No
T00388,Tool Z,Toys,19,406.82,7729.58,10%,Chennai,Offline,2023-03-24,24,March,2023,Windy,Yes
T00389,Device M,Electronics,2,2631.83,5263.66,0%,Bengaluru,Offline,2022-05-16,16,May,2022,Cloudy,No
T00390,Gadget Y,Tools,13,1840.49,23926.37,20%,Pune,Offline,2023-06-24,24,June,2023,Cloudy,Yes
T00391,Widget B,Electronics,15,2652.98,39794.7,0%,Kolkata,Online,2023-03-28,28,March,2023,Sunny,No
T00392,Widget A,Tools,14,3399.77,47596.78,15%,Mumbai,Offline,2024-02-16,16,February,2024,Windy,Yes
T00393,Widget B,Tools,13,2914.88,37893.44,5%,Ahmedabad,Offline,2023-03-23,23,March,2023,Rainy,Yes
T00394,Device M,Tools,11,1534.44,16878.84,0%,Mumbai,Offline,2024-09-19,19,September,2024,Foggy,Yes
T00395,Widget A,Electronics,16,3494.06,55904.96,5%,Kolkata,Online,2024-09-01,1,September,2024,Windy,No
T00396,Tool Z,Tools,3,242.94,728.82,10%,Pune,Online,2024-04-14,14,April,2024,Cloudy,Yes
T00397,Widget B,Home Appliances,10,3092.31,30923.1,5%,Delhi,Offline,2023-07-12,12,July,2023,Foggy,Yes
T00398,Device M,Tools,19,3646.44,69282.36,15%,Ahmedabad,Offline,2023-06-13,13,June,2023,Windy,No
T00399,Device M,Home Appliances,10,3834.21,38342.1,0%,Kolkata,Offline,2023-09-14,14,September,2023,Cloudy,No
T00400,Gadget X,Groceries,3,4342.82,13028.46,20%,Mumbai,Offline,2023-09-11,11,September,2023,Rainy,No
T00401,Device M,Toys,19,1491.78,28343.82,20%,Hyderabad,Offline,2024-08-27,27,August,2024,Rainy,Yes
T00402,Tool Z,Groceries,10,2767.61,27676.1,10%,Chennai,Offline,2022-12-14,14,December,2022,Sunny,No
T00403,Gadget Y,Toys,5,3641.45,18207.25,5%,Chennai,Offline,2022-05-21,21,May,2022,Rainy,No
T00404,Device M,Groceries,15,2319.45,34791.75,10%,Kolkata,Online,2024-05-25,25,May,2024,Foggy,Yes
T00405,Widget A,Tools,16,3280.39,52486.24,15%,Chennai,Offline,2022-12-22,22,December,2022,Rainy,No
T00406,Widget A,Groceries,4,2490.11,9960.44,5%,Kolkata,Offline,2024-07-19,19,July,2024,Sunny,Yes
T00407,Device M,Groceries,3,2907.49,8722.47,10%,Kolkata,Online,2022-05-08,8,May,2022,Sunny,No
T00408,Widget B,Toys,19,4234.9,80463.1,15%,Kolkata,Offline,2022-06-27,27,June,2022,Rainy,Yes
T00409,Gadget Y,Toys,10,4006.9,40069.0,15%,Mumbai,Offline,2024-11-18,18,November,2024,Windy,No
T00410,Device M,Electronics,5,381.6,1908.0,15%,Chennai,Online,2023-02-28,28,February,2023,Foggy,Yes
T00411,Widget A,Electronics,2,923.76,1847.52,15%,Ahmedabad,Online,2022-04-03,3,April,2022,Rainy,No
T00412,Widget B,Toys,8,3324.94,26599.52,10%,Bengaluru,Offline,2022-04-09,9,April,2022,Sunny,Yes
T00413,Tool Z,Home Appliances,7,2093.11,14651.77,5%,Bengaluru,Online,2024-01-02,2,January,2024,Sunny,Yes
T00414,Widget A,Groceries,14,1295.57,18137.98,0%,Ahmedabad,Offline,2024-03-07,7,March,2024,Rainy,Yes
T00415,Widget A,Tools,3,4592.21,13776.63,0%,Kolkata,Online,2023-08-13,13,August,2023,Foggy,Yes
T00416,Widget B,Home Appliances,15,349.8,5247.0,10%,Mumbai,Online,2023-11-20,20,November,2023,Foggy,No
T00417,Device M,Toys,8,4049.51,32396.08,10%,Mumbai,Online,2024-09-25,25,September,2024,Windy,Yes
T00418,Widget A,Tools,7,1123.74,7866.18,5%,Hyderabad,Offline,2022-08-29,29,August,2022,Rainy,Yes
T00419,Gadget Y,Home Appliances,17,4454.31,75723.27,20%,Kolkata,Offline,2022-03-22,22,March,2022,Windy,No
T00420,Gadget X,Toys,14,2268.08,31753.12,15%,Hyderabad,Offline,2024-07-01,1,July,2024,Cloudy,Yes
T00421,Widget B,Electronics,10,907.85,9078.5,20%,Bengaluru,Offline,2024-09-03,3,September,2024,Windy,No
T00422,Gadget X,Tools,14,3289.28,46049.92,0%,Mumbai,Offline,2023-12-22,22,December,2023,Foggy,No
T00423,Tool Z,Electronics,11,2259.15,24850.65,20%,Mumbai,Online,2023-12-27,27,December,2023,Sunny,No
T00424,Gadget X,Groceries,16,2217.02,35472.32,10%,Bengaluru,Online,2022-05-12,12,May,2022,Windy,No
T00425,Widget B,Electronics,8,575.21,4601.68,10%,Hyderabad,Online,2023-08-12,12,August,2023,Foggy,Yes
T00426,Widget B,Toys,18,3846.99,69245.82,20%,Bengaluru,Online,2022-02-07,7,February,2022,Windy,No
T00427,Widget B,Electronics,18,4680.52,84249.36,5%,Hyderabad,Online,2022-04-22,22,April,2022,Windy,No
T00428,Widget A,Tools,5,1187.05,5935.25,5%,Mumbai,Offline,2024-05-31,31,May,2024,Sunny,Yes
T00429,Widget A,Home Appliances,16,4611.49,73783.84,0%,Ahmedabad,Offline,2022-09-25,25,September,2022,Cloudy,Yes
T00430,Device M,Groceries,3,4594.47,13783.41,10%,Mumbai,Online,2023-11-12,12,November,2023,Windy,No
T00431,Device M,Groceries,1,4186.57,4186.57,5%,Kolkata,Online,2022-10-02,2,October,2022,Cloudy,Yes
T00432,Widget A,Groceries,15,3183.48,47752.2,0%,Delhi,Online,2024-08-01,1,August,2024,Rainy,No
T00433,Device M,Electronics,7,1266.85,8867.95,20%,Kolkata,Online,2022-02-26,26,February,2022,Sunny,Yes
T00434,Gadget Y,Groceries,6,2508.66,15051.96,0%,Kolkata,Online,2023-03-30,30,March,2023,Foggy,No
T00435,Tool Z,Groceries,13,2979.53,38733.89,5%,Pune,Online,2023-01-04,4,January,2023,Cloudy,No
T00436,Device M,Home Appliances,12,266.96,3203.52,10%,Delhi,Online,2024-10-25,25,October,2024,Foggy,Yes
T00437,Gadget Y,Electronics,16,1978.17,31650.72,0%,Delhi,Offline,2024-05-29,29,May,2024,Windy,Yes
T00438,Tool Z,Home Appliances,19,4601.65,87431.35,20%,Mumbai,Online,2022-12-26,26,December,2022,Rainy,No
T00439,Tool Z,Home Appliances,12,2269.85,27238.2,10%,Mumbai,Offline,2024-02-24,24,February,2024,Foggy,Yes
T00440,Device M,Toys,1,4145.54,4145.54,20%,Bengaluru,Offline,2023-06-09,9,June,2023,Sunny,No
T00441,Widget B,Home Appliances,3,1923.42,5770.26,0%,Pune,Online,2022-11-27,27,November,2022,Foggy,No
T00442,Gadget Y,Toys,5,4276.85,21384.25,0%,Ahmedabad,Offline,2022-06-18,18,June,2022,Windy,No
T00443,Widget A,Toys,6,845.24,5071.44,10%,Mumbai,Offline,2024-04-19,19,April,2024,Cloudy,Yes
T00444,Gadget X,Toys,1,1000.96,1000.96,20%,Mumbai,Offline,2024-10-21,21,October,2024,Rainy,Yes
T00445,Widget B,Electronics,15,2915.38,43730.7,5%,Hyderabad,Offline,2024-11-02,2,November,2024,Cloudy,No
T00446,Widget A,Home Appliances,11,2679.38,29473.18,0%,Chennai,Online,2024-02-26,26,February,2024,Foggy,Yes
T00447,Device M,Electronics,9,4994.1,44946.9,10%,Hyderabad,Offline,2022-12-27,27,December,2022,Rainy,No
T00448,Widget B,Toys,4,1357.57,5430.28,10%,Chennai,Offline,2024-03-09,9,March,2024,Sunny,No
T00449,Device M,Tools,6,2156.58,12939.48,0%,Bengaluru,Offline,2024-03-17,17,March,2024,Windy,No
T00450,Tool Z,Tools,13,1611.99,20955.87,20%,Hyderabad,Offline,2024-09-21,21,September,2024,Windy,Yes
T00451,Gadget X,Groceries,2,559.76,1119.52,5%,Hyderabad,Offline,2022-11-13,13,November,2022,Cloudy,Yes
T00452,Gadget X,Home Appliances,15,3813.58,57203.7,20%,Delhi,Offline,2024-06-04,4,June,2024,Rainy,Yes
T00453,Gadget Y,Home Appliances,8,2765.24,22121.92,10%,Delhi,Online,2022-04-10,10,April,2022,Sunny,No
T00454,Device M,Home Appliances,8,4415.54,35324.32,5%,Hyderabad,Offline,2022-03-07,7,March,2022,Rainy,No
